placeID;Days1;Days2;Days3;Days4;Days5
132498;Mon;Tue;Wed;Thu;Fri
132498;Sat;;;;
132498;Sat;;;;
132498;Sat;;;;
132498;Sun;;;;
132498;Sun;;;;
132491;Mon;Tue;Wed;Thu;Fri
132491;Mon;Tue;Wed;Thu;Fri
132491;Mon;Tue;Wed;Thu;Fri
132491;Sat;;;;
132491;Mon;Tue;Wed;Thu;Fri
132491;Sat;;;;
132483;Sat;;;;
132483;Sun;;;;
132483;Sun;;;;
132483;Mon;Tue;Wed;Thu;Fri
132483;Mon;Tue;Wed;Thu;Fri
132483;Sat;;;;
132482;Mon;Tue;Wed;Thu;Fri
132482;Mon;Tue;Wed;Thu;Fri
132482;Sat;;;;
132482;Sat;;;;
132482;Sun;;;;
132482;Sun;;;;
132481;Sun;;;;
132481;Sun;;;;
132481;Mon;Tue;Wed;Thu;Fri
132481;Mon;Tue;Wed;Thu;Fri
132481;Sat;;;;
132481;Sat;;;;
132479;Mon;Tue;Wed;Thu;Fri
132479;Sat;;;;
132479;Sun;;;;
132479;Sun;;;;
132479;Mon;Tue;Wed;Thu;Fri
132479;Sat;;;;
132478;Mon;Tue;Wed;Thu;Fri
132478;Mon;Tue;Wed;Thu;Fri
132478;Sat;;;;
132478;Sat;;;;
132477;Sat;;;;
132477;Sun;;;;
132477;Sun;;;;
132477;Mon;Tue;Wed;Thu;Fri
132477;Mon;Tue;Wed;Thu;Fri
132477;Sat;;;;
132474;Sun;;;;
132474;Sun;;;;
132474;Mon;Tue;Wed;Thu;Fri
132474;Sat;;;;
132474;Mon;Tue;Wed;Thu;Fri
132474;Sat;;;;
132469;Sat;;;;
132469;Sat;;;;
132469;Sun;;;;
132469;Sun;;;;
132469;Mon;Tue;Wed;Thu;Fri
132469;Mon;Tue;Wed;Thu;Fri
132468;Sat;;;;
132468;Sun;;;;
132468;Sun;;;;
132468;Mon;Tue;Wed;Thu;Fri
132468;Mon;Tue;Wed;Thu;Fri
132468;Sat;;;;
132449;Sat;;;;
132449;Sun;;;;
132449;Sun;;;;
132449;Mon;Tue;Wed;Thu;Fri
132449;Mon;Tue;Wed;Thu;Fri
132449;Sat;;;;
132447;Sun;;;;
132447;Mon;Tue;Wed;Thu;Fri
132447;Sat;;;;
132447;Sat;;;;
132447;Sun;;;;
132447;Mon;Tue;Wed;Thu;Fri
132446;Mon;Tue;Wed;Thu;Fri
132446;Mon;Tue;Wed;Thu;Fri
132446;Sat;;;;
132446;Sat;;;;
132443;Sat;;;;
132443;Sat;;;;
132443;Sun;;;;
132443;Sun;;;;
132443;Mon;Tue;Wed;Thu;Fri
132443;Mon;Tue;Wed;Thu;Fri
132439;Sat;;;;
132439;Sun;;;;
132439;Mon;Tue;Wed;Thu;Fri
132439;Mon;Tue;Wed;Thu;Fri
132439;Sat;;;;
132439;Sun;;;;
132438;Sun;;;;
132438;Sun;;;;
132438;Mon;Tue;Wed;Thu;Fri
132438;Mon;Tue;Wed;Thu;Fri
132438;Sat;;;;
132438;Sat;;;;
132437;Mon;Tue;Wed;Thu;Fri
132437;Sat;;;;
132437;Sat;;;;
132437;Sun;;;;
132437;Sun;;;;
132437;Mon;Tue;Wed;Thu;Fri
132436;Sat;;;;
132436;Sat;;;;
132436;Sun;;;;
132436;Sun;;;;
132436;Mon;Tue;Wed;Thu;Fri
132436;Mon;Tue;Wed;Thu;Fri
132421;Sat;;;;
132421;Sat;;;;
132421;Sun;;;;
132421;Sun;;;;
132421;Mon;Tue;Wed;Thu;Fri
132421;Mon;Tue;Wed;Thu;Fri
132409;Mon;Tue;Wed;Thu;Fri
132409;Mon;Tue;Wed;Thu;Fri
132407;Sun;;;;
132407;Sun;;;;
132407;Mon;Tue;Wed;Thu;Fri
132407;Mon;Tue;Wed;Thu;Fri
132407;Sat;;;;
132407;Sat;;;;
132399;Sat;;;;
132399;Sun;;;;
132399;Sun;;;;
132399;Mon;Tue;Wed;Thu;Fri
132399;Mon;Tue;Wed;Thu;Fri
132399;Sat;;;;
132396;Sat;;;;
132396;Sun;;;;
132396;Sun;;;;
132396;Mon;Tue;Wed;Thu;Fri
132396;Mon;Tue;Wed;Thu;Fri
132396;Sat;;;;
132395;Sat;;;;
132395;Sun;;;;
132395;Sun;;;;
132395;Sat;;;;
132372;Sun;;;;
132372;Sun;;;;
132372;Mon;Tue;Wed;Thu;Fri
132372;Mon;Tue;Wed;Thu;Fri
132372;Sat;;;;
132372;Sat;;;;
132364;Sat;;;;
132364;Sun;;;;
132364;Sun;;;;
132364;Mon;Tue;Wed;Thu;Fri
132364;Mon;Tue;Wed;Thu;Fri
132364;Sat;;;;
132361;Mon;Tue;Wed;Thu;Fri
132361;Sat;;;;
132361;Mon;Tue;Wed;Thu;Fri
132361;Sat;;;;
132361;Sun;;;;
132361;Sun;;;;
132355;Sun;;;;
132355;Sun;;;;
132355;Mon;Tue;Wed;Thu;Fri
132355;Mon;Tue;Wed;Thu;Fri
132355;Sat;;;;
132355;Sat;;;;
132353;Sun;;;;
132353;Sun;;;;
132353;Mon;Tue;Wed;Thu;Fri
132353;Mon;Tue;Wed;Thu;Fri
132353;Sat;;;;
132353;Sat;;;;
132319;Sat;;;;
132319;Sun;;;;
132319;Sun;;;;
132319;Mon;Tue;Wed;Thu;Fri
132319;Mon;Tue;Wed;Thu;Fri
132319;Sat;;;;
132318;Sun;;;;
132318;Mon;Tue;Wed;Thu;Fri
132318;Sat;;;;
132318;Sun;;;;
132318;Mon;Tue;Wed;Thu;Fri
132318;Sat;;;;
132317;Sun;;;;
132317;Mon;Tue;Wed;Thu;Fri
132317;Mon;Tue;Wed;Thu;Fri
132317;Sat;;;;
132317;Sat;;;;
132317;Sun;;;;
132310;Sun;;;;
132310;Sat;;;;
132310;Sun;;;;
132310;Mon;Tue;Wed;Thu;Fri
132310;Mon;Tue;Wed;Thu;Fri
132310;Sat;;;;
132302;Sun;;;;
132302;Sun;;;;
132302;Mon;Tue;Wed;Thu;Fri
132302;Mon;Tue;Wed;Thu;Fri
132302;Sat;;;;
132302;Sat;;;;
132301;Sat;;;;
132301;Sun;;;;
132301;Sun;;;;
132301;Mon;Tue;Wed;Thu;Fri
132301;Mon;Tue;Wed;Thu;Fri
132301;Sat;;;;
132297;Sun;;;;
132297;Sun;;;;
132297;Mon;Tue;Wed;Thu;Fri
132297;Mon;Tue;Wed;Thu;Fri
132297;Sat;;;;
132297;Sat;;;;
132284;Sat;;;;
132284;Sat;;;;
132284;Sun;;;;
132284;Sun;;;;
132284;Mon;Tue;Wed;Thu;Fri
132284;Mon;Tue;Wed;Thu;Fri
132275;Mon;Tue;Wed;Thu;Fri
132275;Mon;Tue;Wed;Thu;Fri
132275;Sun;;;;
132275;Sun;;;;
132275;Mon;Tue;Wed;Thu;Fri
132275;Mon;Tue;Wed;Thu;Fri
132275;Sat;;;;
132275;Sat;;;;
132273;Sun;;;;
132273;Sun;;;;
132273;Mon;Tue;Wed;Thu;Fri
132273;Mon;Tue;Wed;Thu;Fri
132273;Sat;;;;
132273;Sat;;;;
132266;Sat;;;;
132266;Sun;;;;
132266;Sun;;;;
132266;Mon;Tue;Wed;Thu;Fri
132266;Mon;Tue;Wed;Thu;Fri
132266;Sat;;;;
132265;Sun;;;;
132265;Sun;;;;
132265;Mon;Tue;Wed;Thu;Fri
132265;Mon;Tue;Wed;Thu;Fri
132265;Sat;;;;
132265;Sat;;;;
132258;Mon;Tue;Wed;Thu;Fri
132258;Sat;;;;
132258;Mon;Tue;Wed;Thu;Fri
132258;Sat;;;;
132255;Sun;;;;
132255;Sun;;;;
132255;Mon;Tue;Wed;Thu;Fri
132255;Mon;Tue;Wed;Thu;Fri
132255;Sat;;;;
132255;Sat;;;;
132250;Sat;;;;
132250;Sun;;;;
132250;Sun;;;;
132250;Mon;Tue;Wed;Thu;Fri
132250;Mon;Tue;Wed;Thu;Fri
132250;Sat;;;;
132244;Mon;Tue;Wed;Thu;Fri
132244;Mon;Tue;Wed;Thu;Fri
132244;Sat;;;;
132244;Sat;;;;
132243;Mon;Tue;Wed;Thu;Fri
132243;Sat;;;;
132243;Mon;Tue;Wed;Thu;Fri
132243;Sat;;;;
132237;Sun;;;;
132237;Sun;;;;
132237;Sat;;;;
132237;Sat;;;;
132237;Mon;Tue;Wed;Thu;Fri
132237;Mon;Tue;Wed;Thu;Fri
132231;Mon;Tue;Wed;Thu;Fri
132231;Sat;;;;
132231;Sat;;;;
132231;Sun;;;;
132231;Sun;;;;
132231;Mon;Tue;Wed;Thu;Fri
132229;Sun;;;;
132229;Mon;Tue;Wed;Thu;Fri
132229;Mon;Tue;Wed;Thu;Fri
132229;Sat;;;;
132229;Sat;;;;
132229;Sun;;;;
132226;Sun;;;;
132226;Sat;;;;
132226;Sun;;;;
132226;Mon;Tue;Wed;Thu;Fri
132226;Mon;Tue;Wed;Thu;Fri
132226;Sat;;;;
132221;Mon;Tue;Wed;Thu;Fri
132221;Mon;Tue;Wed;Thu;Fri
132221;Sat;;;;
132221;Sat;;;;
132220;Mon;Tue;Wed;Thu;Fri
132220;Mon;Tue;Wed;Thu;Fri
132220;Sat;;;;
132220;Sat;;;;
132216;Sat;;;;
132216;Sat;;;;
132216;Sun;;;;
132216;Sun;;;;
132216;Mon;Tue;Wed;Thu;Fri
132216;Mon;Tue;Wed;Thu;Fri
132207;Sat;;;;
132207;Sun;;;;
132207;Sun;;;;
132207;Mon;Tue;Wed;Thu;Fri
132207;Mon;Tue;Wed;Thu;Fri
132207;Sat;;;;
132206;Sun;;;;
132206;Sun;;;;
132206;Mon;Tue;Wed;Thu;Fri
132206;Mon;Tue;Wed;Thu;Fri
132206;Sat;;;;
132206;Sat;;;;
132204;Sat;;;;
132204;Sun;;;;
132204;Sun;;;;
132204;Mon;Tue;Wed;Thu;Fri
132204;Mon;Tue;Wed;Thu;Fri
132204;Sat;;;;
132187;Sat;;;;
132187;Sun;;;;
132187;Mon;Tue;Wed;Thu;Fri
132187;Mon;Tue;Wed;Thu;Fri
132187;Sun;;;;
132187;Sat;;;;
132186;Sat;;;;
132186;Sun;;;;
132186;Sun;;;;
132186;Sat;;;;
132165;Mon;Tue;Wed;Thu;Fri
132165;Mon;Tue;Wed;Thu;Fri
132165;Sat;;;;
132165;Sat;;;;
132165;Sun;;;;
132165;Sun;;;;
132164;Sat;;;;
132164;Sun;;;;
132164;Sun;;;;
132164;Mon;Tue;Wed;Thu;Fri
132164;Mon;Tue;Wed;Thu;Fri
132164;Sat;;;;
132163;Sat;;;;
132163;Sun;;;;
132163;Sun;;;;
132163;Mon;Tue;Wed;Thu;Fri
132163;Mon;Tue;Wed;Thu;Fri
132163;Sat;;;;
132161;Sun;;;;
132161;Sun;;;;
132161;Mon;Tue;Wed;Thu;Fri
132161;Mon;Tue;Wed;Thu;Fri
132161;Sat;;;;
132161;Sat;;;;
132160;Sun;;;;
132160;Sun;;;;
132160;Mon;Tue;Wed;Thu;Fri
132160;Mon;Tue;Wed;Thu;Fri
132160;Sat;;;;
132160;Sat;;;;
132159;Sun;;;;
132159;Sun;;;;
132159;Mon;Tue;Wed;Thu;Fri
132159;Mon;Tue;Wed;Thu;Fri
132159;Sat;;;;
132159;Sat;;;;
132157;Mon;Tue;Wed;Thu;Fri
132157;Sat;;;;
132157;Sun;;;;
132157;Sun;;;;
132157;Mon;Tue;Wed;Thu;Fri
132157;Sat;;;;
132155;Mon;Tue;Wed;Thu;Fri
132155;Sat;;;;
132155;Sat;;;;
132155;Sun;;;;
132155;Sun;;;;
132155;Mon;Tue;Wed;Thu;Fri
132148;Sun;;;;
132148;Sun;;;;
132148;Mon;Tue;Wed;Thu;Fri
132148;Mon;Tue;Wed;Thu;Fri
132148;Sat;;;;
132148;Sat;;;;
132148;Mon;Tue;Wed;Thu;Fri
132148;Mon;Tue;Wed;Thu;Fri
132148;Sat;;;;
132148;Sat;;;;
132130;Sat;;;;
132130;Mon;Tue;Wed;Thu;Fri
132130;Sat;;;;
132130;Sun;;;;
132130;Sun;;;;
132130;Mon;Tue;Wed;Thu;Fri
132120;Sun;;;;
132120;Sun;;;;
132120;Mon;Tue;Wed;Thu;Fri
132120;Mon;Tue;Wed;Thu;Fri
132120;Sat;;;;
132120;Sat;;;;
132118;Sun;;;;
132118;Mon;Tue;Wed;Thu;Fri
132118;Mon;Tue;Wed;Thu;Fri
132118;Sat;;;;
132118;Sat;;;;
132118;Sun;;;;
132116;Sat;;;;
132116;Sun;;;;
132116;Sun;;;;
132116;Mon;Tue;Wed;Thu;Fri
132116;Mon;Tue;Wed;Thu;Fri
132116;Sat;;;;
132115;Sun;;;;
132115;Sun;;;;
132115;Mon;Tue;Wed;Thu;Fri
132115;Mon;Tue;Wed;Thu;Fri
132115;Sat;;;;
132115;Sat;;;;
132111;Sat;;;;
132111;Sun;;;;
132111;Mon;Tue;Wed;Thu;Fri
132111;Mon;Tue;Wed;Thu;Fri
132111;Sat;;;;
132111;Sun;;;;
132109;Sat;;;;
132109;Sun;;;;
132109;Sun;;;;
132109;Mon;Tue;Wed;Thu;Fri
132109;Mon;Tue;Wed;Thu;Fri
132109;Sat;;;;
132108;Sat;;;;
132108;Sun;;;;
132108;Sun;;;;
132108;Mon;Tue;Wed;Thu;Fri
132108;Mon;Tue;Wed;Thu;Fri
132108;Sat;;;;
132107;Sat;;;;
132107;Sun;;;;
132107;Sun;;;;
132107;Mon;Tue;Wed;Thu;Fri
132107;Mon;Tue;Wed;Thu;Fri
132107;Sat;;;;
132103;Sun;;;;
132103;Sun;;;;
132103;Mon;Tue;Wed;Thu;Fri
132103;Mon;Tue;Wed;Thu;Fri
132097;Mon;Tue;Wed;Thu;Fri
132097;Mon;Tue;Wed;Thu;Fri
132097;Sat;;;;
132097;Sun;;;;
132097;Sat;;;;
132097;Sun;;;;
132030;Sun;;;;
132030;Sun;;;;
132030;Mon;Tue;Wed;Thu;Fri
132030;Mon;Tue;Wed;Thu;Fri
132030;Sat;;;;
132030;Sat;;;;
132026;Mon;Tue;Wed;Thu;Fri
132026;Mon;Tue;Wed;Thu;Fri
132024;Sun;;;;
132024;Sun;;;;
132024;Mon;Tue;Wed;Thu;Fri
132024;Mon;Tue;Wed;Thu;Fri
132024;Sat;;;;
132024;Sat;;;;
132023;Sat;;;;
132023;Sat;;;;
132023;Sun;;;;
132023;Sun;;;;
132023;Mon;Tue;Wed;Thu;Fri
132023;Mon;Tue;Wed;Thu;Fri
132012;Sun;;;;
132012;Sun;;;;
132012;Mon;Tue;Wed;Thu;Fri
132012;Mon;Tue;Wed;Thu;Fri
132012;Sat;;;;
132012;Sat;;;;
